OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName,activity_date,year,month,location_order,location_name
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R3156,Sample-Routine,Water,NA,8/6/2003,14:15:00,CST,NA,NA,NA,NA,21,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226264791,Not Detected,NA,Manganese,Total Recoverable,NA,NA,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NDHDWQ_WQX/activities/21NDHDWQ_WQX-03-R3156/results/226264791/resdetectqntlmts,Lower Quantitation Limit,0.01,mg/L,NA,2013-06-12T10:07:38Z,STORET,8/6/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R0030,Sample-Routine,Water,NA,1/28/2003,11:40:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380010,Sheyenne River - Warwick,NA,NA,NA,NA,47.79465,-98.58772,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226239145,NA,NA,Calcium,Total Recoverable,106,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T09:40:04Z,STORET,1/28/2003,2003,1,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2146P,Field Msr/Obs,Water,NA,8/18/2003,13:15:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195507661,NA,NA,Specific conductance,NA,637,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:04:51Z,STORET,8/18/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2794,Sample-Routine,Water,NA,7/10/2003,8:00:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226291515,NA,NA,Sodium,Total Recoverable,35.9,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:27:29Z,STORET,7/10/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2199P,Field Msr/Obs,Water,NA,9/22/2003,12:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195500600,NA,NA,Specific conductance,NA,590,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:01:58Z,STORET,9/22/2003,2003,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2077P,Field Msr/Obs,Water,NA,6/25/2003,9:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195542049,NA,NA,Specific conductance,NA,627,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:16:17Z,STORET,6/25/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2148,Sample-Routine,Water,NA,6/4/2003,8:30:00,CST,NA,NA,NA,NA,39,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226337925,NA,NA,Bicarbonate,Total,198,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T11:07:22Z,STORET,6/4/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2097P,Field Msr/Obs,Water,NA,7/9/2003,8:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195495842,NA,NA,Specific conductance,NA,629,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:59:40Z,STORET,7/9/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R0811,Sample-Routine,Water,NA,4/16/2003,6:10:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226313713,NA,NA,Aluminum,Total Recoverable,1260,ug/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:44:54Z,STORET,4/16/2003,2003,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2164P,Field Msr/Obs,Water,NA,8/26/2003,11:10:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195469321,NA,NA,pH,NA,8.22,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:48:02Z,STORET,8/26/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2147,Sample-Routine,Water,NA,6/4/2003,8:30:00,CST,NA,NA,NA,NA,19,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226336907,Not Detected,NA,Aluminum,Total Recoverable,NA,NA,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NDHDWQ_WQX/activities/21NDHDWQ_WQX-03-R2147/results/226336907/resdetectqntlmts,Lower Quantitation Limit,50,ug/L,NA,2013-06-12T11:06:25Z,STORET,6/4/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2199P,Field Msr/Obs,Water,NA,9/22/2003,12:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195500528,NA,NA,pH,NA,7.81,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:01:56Z,STORET,9/22/2003,2003,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2097P,Field Msr/Obs,Water,NA,7/9/2003,8:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195495846,NA,NA,Specific conductance,NA,629,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:59:40Z,STORET,7/9/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2176P,Field Msr/Obs,Water,NA,9/11/2003,10:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195425357,NA,NA,Specific conductance,NA,616,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:29:13Z,STORET,9/11/2003,2003,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R0047,Sample-Routine,Water,NA,1/30/2003,12:15:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226281638,NA,NA,Manganese,Total Recoverable,0.155,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:22:22Z,STORET,1/30/2003,2003,1,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2146P,Field Msr/Obs,Water,NA,8/18/2003,13:15:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195507758,NA,NA,pH,NA,7.96,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:04:52Z,STORET,8/18/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2077P,Field Msr/Obs,Water,NA,6/25/2003,9:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195542051,NA,NA,pH,NA,8.28,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:16:17Z,STORET,6/25/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2164P,Field Msr/Obs,Water,NA,8/26/2003,11:10:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195469294,NA,NA,pH,NA,8.42,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:48:02Z,STORET,8/26/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2111P,Field Msr/Obs,Water,NA,7/15/2003,16:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195491403,NA,NA,Specific conductance,NA,623,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:57:44Z,STORET,7/15/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2147,Sample-Routine,Water,NA,6/4/2003,8:30:00,CST,NA,NA,NA,NA,19,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226336923,NA,NA,pH,Total,8.28,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",NA,https://www.nemi.gov/methods/method_summary/4707/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T11:06:25Z,STORET,6/4/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2097P,Field Msr/Obs,Water,NA,7/9/2003,8:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195495819,NA,NA,Specific conductance,NA,629,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:59:39Z,STORET,7/9/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R1976,Sample-Routine,Water,NA,5/28/2003,17:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226340608,NA,NA,Selenium,Total Recoverable,1.55,ug/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,NA,https://www.nemi.gov/methods/method_summary/4665/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T11:10:04Z,STORET,5/28/2003,2003,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R3155,Sample-Routine,Water,NA,8/6/2003,14:15:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226263151,NA,NA,Cations-Anions,Total,-0.295,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:05:58Z,STORET,8/6/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2147,Sample-Routine,Water,NA,6/4/2003,8:30:00,CST,NA,NA,NA,NA,19,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226336909,NA,NA,Sodium,Total Recoverable,51.1,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T11:06:25Z,STORET,6/4/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2077P,Field Msr/Obs,Water,NA,6/25/2003,9:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195542037,NA,NA,pH,NA,8.08,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:16:17Z,STORET,6/25/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R3759,Sample-Routine,Water,NA,9/29/2003,9:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380010,Sheyenne River - Warwick,NA,NA,NA,NA,47.79465,-98.58772,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226481831,NA,NA,Sulfate,Dissolved,206,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-SO4(B),APHA,4500 SO4 B  ~ Sulfate in Water by Ion Chromatography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T13:31:19Z,STORET,9/29/2003,2003,9,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
